product_id,product_name,category,price,currency,launch_date,updated_at
P00087,Home_Product_0087,Home,25375.46,INR,2026-03-22,2026-09-03
P00088,Beauty_Product_0088,Beauty,22320.54,INR,2026-07-11,2026-09-09
P00089,Sports_Product_0089,Sports,8939.7,INR,2025-02-11,2026-09-04
P00090,Electronics_Product_0090,Electronics,49159.39,INR,2025-10-10,2026-09-09
P00091,Sports_Product_0091,Sports,1031.18,INR,2025-09-01,2026-09-01
P00092,Home_Product_0092,Home,45431.95,INR,2026-01-03,2026-09-09
P00093,Sports_Product_0093,Sports,447.95,INR,2026-04-28,2026-09-02
P00094,Sports_Product_0094,Sports,21644.14,INR,2025-11-13,2026-09-03
P00095,Fashion_Product_0095,Fashion,30495.7,INR,2025-08-14,2026-09-06
P00096,Grocery_Product_0096,Grocery,16489.99,INR,2025-10-30,2026-09-11
P00097,Grocery_Product_0097,Grocery,18285.82,INR,2025-07-05,2026-09-01
P00098,Home_Product_0098,Home,36847.97,INR,2025-12-28,2026-09-10
P00099,Beauty_Product_0099,Beauty,22202.44,INR,2026-04-01,2026-09-08
P00100,Sports_Product_0100,Sports,30401.62,INR,2025-04-01,2026-09-02
P00101,Grocery_Product_0101,Grocery,9498.51,INR,2026-04-05,2026-09-10
P00102,Sports_Product_0102,Sports,11251.63,INR,2025-11-09,2026-09-06
P00103,Beauty_Product_0103,Beauty,20641.69,INR,2025-05-27,2026-09-08
P00104,Home_Product_0104,Home,16323.41,INR,2025-04-17,2026-09-02
P00105,Beauty_Product_0105,Beauty,127.06,INR,2026-08-07,2026-09-06
P00106,Sports_Product_0106,Sports,28563.96,INR,2025-02-09,2026-09-02
P00107,Home_Product_0107,Home,32997.95,INR,2025-06-21,2026-09-03
P00108,Electronics_Product_0108,Electronics,38850.72,INR,2025-07-26,2026-09-07
P00109,Grocery_Product_0109,Grocery,26131.23,INR,2026-01-20,2026-09-01
P00110,Electronics_Product_0110,Electronics,45778.12,INR,2025-07-20,2026-09-05
P00111,Beauty_Product_0111,Beauty,21686.89,INR,2025-03-14,2026-09-03
P00112,Grocery_Product_0112,Grocery,25427.61,INR,2026-08-15,2026-09-09
P00113,Sports_Product_0113,Sports,30908.64,INR,2025-08-21,2026-09-01
P00114,Grocery_Product_0114,Grocery,49419.63,INR,2026-05-23,2026-09-05
P00115,Beauty_Product_0115,Beauty,45133.94,INR,2025-04-30,2026-09-04
P00116,Grocery_Product_0116,Grocery,41870.37,INR,2026-05-06,2026-09-10
P00117,Sports_Product_0117,Sports,6418.63,INR,2025-04-18,2026-09-11
P00118,Home_Product_0118,Home,34825.99,INR,2025-02-19,2026-09-04
P00119,Fashion_Product_0119,Fashion,26090.44,INR,2026-05-13,2026-09-09
P00120,Sports_Product_0120,Sports,33862.64,INR,2025-05-30,2026-09-09
P00121,Home_Product_0121,Home,36719.63,INR,2026-07-29,2026-09-10
P00122,Sports_Product_0122,Sports,19887.54,INR,2025-04-18,2026-09-09
P00123,Home_Product_0123,Home,38818.52,INR,2026-08-13,2026-09-08
P00124,Beauty_Product_0124,Beauty,34863.16,INR,2025-02-22,2026-09-10
P00125,Electronics_Product_0125,Electronics,32286.99,INR,2026-04-27,2026-09-04
P00126,Beauty_Product_0126,Beauty,29409.54,INR,2026-08-20,2026-09-10
P00127,Grocery_Product_0127,Grocery,32707.32,INR,2025-11-01,2026-09-05
P00128,Home_Product_0128,Home,23180.48,INR,2025-09-16,2026-09-05
P00129,Home_Product_0129,Home,5603.93,INR,2025-02-14,2026-09-08
P00130,Beauty_Product_0130,Beauty,29117.37,INR,2025-06-24,2026-09-07
P00131,Fashion_Product_0131,Fashion,19340.51,INR,2025-12-18,2026-09-05
P00132,Grocery_Product_0132,Grocery,11688.75,INR,2026-04-08,2026-09-06
P00133,Sports_Product_0133,Sports,5544.35,INR,2026-02-05,2026-09-01
P00134,Grocery_Product_0134,Grocery,13028.87,INR,2025-12-16,2026-09-10
P00135,Grocery_Product_0135,Grocery,45987.2,INR,2025-08-03,2026-09-10
P00136,Sports_Product_0136,Sports,16535.55,INR,2026-08-05,2026-09-01
P00137,Beauty_Product_0137,Beauty,40636.51,INR,2026-08-10,2026-09-07
P00138,Home_Product_0138,Home,25362.45,INR,2025-11-18,2026-09-08
P00139,Sports_Product_0139,Sports,37839.76,INR,2026-05-24,2026-09-06
P00140,Beauty_Product_0140,Beauty,33332.06,INR,2026-07-20,2026-09-02
P00141,Beauty_Product_0141,Beauty,23898.87,INR,2025-11-13,2026-09-04
P00142,Home_Product_0142,Home,33890.81,INR,2026-05-16,2026-09-04
P00143,Electronics_Product_0143,Electronics,49803.33,INR,2025-04-11,2026-09-11
P00144,Beauty_Product_0144,Beauty,23337.02,INR,2026-02-02,2026-09-02
P00145,Grocery_Product_0145,Grocery,31876.37,INR,2025-07-17,2026-09-06
P00146,Grocery_Product_0146,Grocery,1373.48,INR,2025-01-03,2026-09-08
P00147,Sports_Product_0147,Sports,26775.61,INR,2026-02-02,2026-09-10
P00148,Fashion_Product_0148,Fashion,7514.75,INR,2025-07-22,2026-09-09
P00149,Home_Product_0149,Home,14196.81,INR,2025-08-30,2026-09-04
P00150,Beauty_Product_0150,Beauty,29122.98,INR,2025-12-15,2026-09-03
P00151,Sports_Product_0151,Sports,16717.23,INR,2025-02-14,2026-09-03
P00152,Fashion_Product_0152,Fashion,4440.22,INR,2025-05-22,2026-09-11
P00153,Beauty_Product_0153,Beauty,15820.54,INR,2025-06-12,2026-09-08
P00154,Fashion_Product_0154,Fashion,15745.74,INR,2025-12-05,2026-09-02
P00155,Home_Product_0155,Home,31190.14,INR,2025-06-09,2026-09-05
P00156,Sports_Product_0156,Sports,34528.6,INR,2025-07-12,2026-09-03
P00157,Fashion_Product_0157,Fashion,12357.79,INR,2026-05-09,2026-09-08
P00158,Electronics_Product_0158,Electronics,14670.76,INR,2025-12-04,2026-09-01
P00159,Sports_Product_0159,Sports,12225.98,INR,2026-01-01,2026-09-06
P00160,Home_Product_0160,Home,17298.36,INR,2026-04-08,2026-09-01
P00161,Fashion_Product_0161,Fashion,1932.72,INR,2026-02-25,2026-09-02
P00162,Beauty_Product_0162,Beauty,12647.67,INR,2025-07-19,2026-09-07
P00163,Home_Product_0163,Home,13345.9,INR,2026-01-05,2026-09-10
P00164,Home_Product_0164,Home,39985.1,INR,2026-02-06,2026-09-02
P00165,Fashion_Product_0165,Fashion,5476.9,INR,2026-08-01,2026-09-04
P00166,Grocery_Product_0166,Grocery,29892.57,INR,2025-06-01,2026-09-08
P00167,Grocery_Product_0167,Grocery,36646.71,INR,2025-01-15,2026-09-07
P00168,Home_Product_0168,Home,1579.22,INR,2026-02-19,2026-09-02
P00169,Fashion_Product_0169,Fashion,8525.11,INR,2025-06-03,2026-09-09
P00170,Grocery_Product_0170,Grocery,11918.08,INR,2025-01-28,2026-09-06
P00171,Beauty_Product_0171,Beauty,14871.38,INR,2026-03-06,2026-09-09
P00172,Grocery_Product_0172,Grocery,17698.79,INR,2025-01-05,2026-09-05
P00173,Home_Product_0173,Home,18547.87,INR,2025-12-15,2026-09-10
P00174,Home_Product_0174,Home,2646.65,INR,2026-02-22,2026-09-04
P00175,Grocery_Product_0175,Grocery,16707.23,INR,2025-01-07,2026-09-08
P00176,Beauty_Product_0176,Beauty,24414.7,INR,2026-07-06,2026-09-10
P00177,Grocery_Product_0177,Grocery,15648.51,INR,2025-08-10,2026-09-04
P00178,Grocery_Product_0178,Grocery,6930.23,INR,2026-02-24,2026-09-04
P00179,Sports_Product_0179,Sports,36185.42,INR,2025-03-05,2026-09-05
P00180,Grocery_Product_0180,Grocery,41190.68,INR,2025-02-06,2026-09-01
P00181,Sports_Product_0181,Sports,8978.37,INR,2025-09-08,2026-09-07
P00182,Sports_Product_0182,Sports,18912.78,INR,2025-05-26,2026-09-07
P00183,Sports_Product_0183,Sports,965.86,INR,2025-07-08,2026-09-03
P00184,Electronics_Product_0184,Electronics,28254.27,INR,2026-01-19,2026-09-06
P00185,Grocery_Product_0185,Grocery,1264.85,INR,2025-04-17,2026-09-08
P00186,Sports_Product_0186,Sports,1951.6,INR,2026-04-19,2026-09-01
P00187,Grocery_Product_0187,Grocery,3449.04,INR,2025-12-15,2026-09-11
P00188,Electronics_Product_0188,Electronics,8713.91,INR,2025-02-27,2026-09-04
P00189,Sports_Product_0189,Sports,42431.34,INR,2025-09-16,2026-09-05
P00190,Sports_Product_0190,Sports,1753.91,INR,2026-03-23,2026-09-10
P00191,Beauty_Product_0191,Beauty,44711.93,INR,2025-04-28,2026-09-07
P00192,Fashion_Product_0192,Fashion,36431.98,INR,2026-07-19,2026-09-11
P00193,Fashion_Product_0193,Fashion,34323.77,INR,2025-08-25,2026-09-10
P00194,Grocery_Product_0194,Grocery,31795.14,INR,2025-03-16,2026-09-10
P00195,Fashion_Product_0195,Fashion,28940.77,INR,2026-01-22,2026-09-11
P00196,Sports_Product_0196,Sports,7419.63,INR,2025-01-03,2026-09-06
P00197,Fashion_Product_0197,Fashion,1341.04,INR,2025-03-29,2026-09-03
P00198,Fashion_Product_0198,Fashion,45989.25,INR,2025-02-13,2026-09-01
P00199,Sports_Product_0199,Sports,6382.57,INR,2025-05-29,2026-09-09
P00200,Fashion_Product_0200,Fashion,32652.15,INR,2026-04-01,2026-09-05
P00201,Fashion_Product_0201,Fashion,22755.1,INR,2025-02-25,2026-09-06
P00202,Home_Product_0202,Home,31059.08,INR,2025-11-28,2026-09-08
P00203,Grocery_Product_0203,Grocery,27118.54,INR,2026-04-01,2026-09-03
P00204,Sports_Product_0204,Sports,46682.26,INR,2025-03-05,2026-09-07
P00205,Fashion_Product_0205,Fashion,7620.22,INR,2026-06-15,2026-09-01
P00206,Electronics_Product_0206,Electronics,49043.45,INR,2025-06-21,2026-09-07
P00207,Sports_Product_0207,Sports,27713.97,INR,2025-10-26,2026-09-05
P00208,Beauty_Product_0208,Beauty,35213.05,INR,2026-01-10,2026-09-09
P00209,Sports_Product_0209,Sports,16268.79,INR,2025-10-05,2026-09-08
P00210,Beauty_Product_0210,Beauty,754.73,INR,2026-08-05,2026-09-07
P00211,Grocery_Product_0211,Grocery,41112.59,INR,2026-03-13,2026-09-05
P00212,Beauty_Product_0212,Beauty,7865.01,INR,2025-09-21,2026-09-06
P00213,Fashion_Product_0213,Fashion,18152.18,INR,2025-08-11,2026-09-08
P00214,Sports_Product_0214,Sports,23341.24,INR,2025-09-14,2026-09-08
P00215,Beauty_Product_0215,Beauty,27417.0,INR,2026-07-04,2026-09-05
P00216,Electronics_Product_0216,Electronics,22130.79,INR,2025-10-07,2026-09-07
P00217,Home_Product_0217,Home,23978.71,INR,2026-04-15,2026-09-01
P00218,Beauty_Product_0218,Beauty,4410.89,INR,2026-06-11,2026-09-09
P00219,Sports_Product_0219,Sports,22741.64,INR,2025-06-06,2026-09-09
P00220,Home_Product_0220,Home,7836.65,INR,2026-06-19,2026-09-01
P00221,Sports_Product_0221,Sports,6901.91,INR,2025-05-31,2026-09-07
P00222,Grocery_Product_0222,Grocery,36004.7,INR,2026-01-22,2026-09-05
P00223,Electronics_Product_0223,Electronics,21932.59,INR,2025-01-02,2026-09-06
P00224,Fashion_Product_0224,Fashion,43296.77,INR,2025-03-18,2026-09-11
P00225,Sports_Product_0225,Sports,47080.16,INR,2025-02-04,2026-09-06
P00226,Beauty_Product_0226,Beauty,36457.93,INR,2026-02-12,2026-09-09
P00227,Sports_Product_0227,Sports,626.67,INR,2025-07-26,2026-09-02
P00228,Grocery_Product_0228,Grocery,41981.57,INR,2026-02-16,2026-09-07
P00229,Home_Product_0229,Home,49971.9,INR,2026-08-15,2026-09-06
P00230,Grocery_Product_0230,Grocery,3297.79,INR,2026-04-23,2026-09-10
P00231,Sports_Product_0231,Sports,9625.32,INR,2025-05-07,2026-09-03
P00232,Home_Product_0232,Home,6762.45,INR,2026-01-05,2026-09-04
P00233,Home_Product_0233,Home,33644.34,INR,2025-10-04,2026-09-02
P00234,Beauty_Product_0234,Beauty,39609.98,INR,2025-03-28,2026-09-10
P00235,Sports_Product_0235,Sports,4370.44,INR,2026-07-24,2026-09-11
P00236,Home_Product_0236,Home,27851.61,INR,2026-06-19,2026-09-08
P00237,Electronics_Product_0237,Electronics,46554.0,INR,2025-05-02,2026-09-08
P00238,Electronics_Product_0238,Electronics,34636.75,INR,2026-02-14,2026-09-08
P00239,Electronics_Product_0239,Electronics,18413.25,INR,2025-02-10,2026-09-08
P00240,Beauty_Product_0240,Beauty,32477.33,INR,2025-02-26,2026-09-08
P00241,Home_Product_0241,Home,3003.94,INR,2025-08-20,2026-09-04
P00242,Beauty_Product_0242,Beauty,48753.59,INR,2026-08-16,2026-09-06
P00243,Grocery_Product_0243,Grocery,22186.47,INR,2026-01-24,2026-09-08
P00244,Grocery_Product_0244,Grocery,7667.15,INR,2025-10-28,2026-09-07
P00245,Electronics_Product_0245,Electronics,33516.58,INR,2025-12-02,2026-09-02
P00246,Electronics_Product_0246,Electronics,1844.89,INR,2026-08-08,2026-09-01
P00247,Electronics_Product_0247,Electronics,33845.65,INR,2025-02-22,2026-09-02
P00248,Beauty_Product_0248,Beauty,27806.84,INR,2026-01-06,2026-09-01
P00249,Grocery_Product_0249,Grocery,8911.87,INR,2026-01-17,2026-09-01
P00250,Fashion_Product_0250,Fashion,17464.98,INR,2025-10-23,2026-09-10
P00251,Beauty_Product_0251,Beauty,8256.27,INR,2025-08-24,2026-09-11
P00252,Sports_Product_0252,Sports,8862.7,INR,2025-03-25,2026-09-01
P00253,Grocery_Product_0253,Grocery,8689.22,INR,2026-04-27,2026-09-06
P00254,Sports_Product_0254,Sports,39547.74,INR,2026-04-30,2026-09-05
P00255,Grocery_Product_0255,Grocery,23088.55,INR,2025-12-08,2026-09-11
P00256,Fashion_Product_0256,Fashion,43419.99,INR,2026-03-09,2026-09-06
P00257,Sports_Product_0257,Sports,43365.7,INR,2026-04-08,2026-09-05
P00258,Home_Product_0258,Home,41586.69,INR,2025-06-21,2026-09-06
P00259,Fashion_Product_0259,Fashion,19239.53,INR,2025-09-22,2026-09-11
P00260,Grocery_Product_0260,Grocery,8370.6,INR,2025-10-16,2026-09-02
P00261,Beauty_Product_0261,Beauty,14281.25,INR,2025-12-24,2026-09-04
P00262,Beauty_Product_0262,Beauty,14655.86,INR,2026-01-11,2026-09-02
P00263,Fashion_Product_0263,Fashion,11992.94,INR,2025-08-24,2026-09-08
P00264,Beauty_Product_0264,Beauty,39830.45,INR,2026-02-09,2026-09-10
P00265,Grocery_Product_0265,Grocery,30434.45,INR,2026-01-24,2026-09-09
P00266,Electronics_Product_0266,Electronics,37201.76,INR,2026-01-21,2026-09-01
P00267,Sports_Product_0267,Sports,16078.51,INR,2026-05-24,2026-09-02
P00268,Beauty_Product_0268,Beauty,15127.81,INR,2025-02-17,2026-09-06
P00269,Sports_Product_0269,Sports,14982.91,INR,2026-02-05,2026-09-09
P00270,Sports_Product_0270,Sports,4033.16,INR,2025-10-07,2026-09-10
P00271,Sports_Product_0271,Sports,1838.52,INR,2025-03-01,2026-09-04
P00272,Home_Product_0272,Home,25214.46,INR,2025-06-25,2026-09-05
P00273,Grocery_Product_0273,Grocery,2351.12,INR,2025-12-31,2026-09-08
P00274,Home_Product_0274,Home,13349.11,INR,2025-01-28,2026-09-10
P00275,Sports_Product_0275,Sports,28919.18,INR,2026-03-24,2026-09-04
P00276,Fashion_Product_0276,Fashion,12995.01,INR,2025-09-07,2026-09-06
P00277,Fashion_Product_0277,Fashion,48702.31,INR,2025-04-22,2026-09-02
P00278,Electronics_Product_0278,Electronics,4616.41,INR,2025-02-28,2026-09-09
P00279,Home_Product_0279,Home,40052.97,INR,2025-03-14,2026-09-09
P00280,Home_Product_0280,Home,20575.89,INR,2026-03-11,2026-09-09
P00281,Sports_Product_0281,Sports,27738.76,INR,2025-11-26,2026-09-10
P00282,Fashion_Product_0282,Fashion,40942.47,INR,2025-03-20,2026-09-04
P00283,Home_Product_0283,Home,41353.96,INR,2026-02-26,2026-09-02
P00284,Sports_Product_0284,Sports,33332.82,INR,2025-02-23,2026-09-11
P00285,Beauty_Product_0285,Beauty,36187.33,INR,2025-07-23,2026-09-11
P00286,Home_Product_0286,Home,34688.68,INR,2026-06-29,2026-09-01
P00287,Electronics_Product_0287,Electronics,44248.01,INR,2025-06-01,2026-09-11
P00288,Beauty_Product_0288,Beauty,13307.39,INR,2025-12-21,2026-09-10
P00289,Beauty_Product_0289,Beauty,33167.62,INR,2025-05-18,2026-09-01
P00290,Home_Product_0290,Home,42591.95,INR,2025-10-31,2026-09-09
P00291,Fashion_Product_0291,Fashion,41148.53,INR,2026-06-14,2026-09-08
P00292,Sports_Product_0292,Sports,43235.71,INR,2025-05-25,2026-09-02
P00293,Home_Product_0293,Home,23575.97,INR,2025-09-19,2026-09-10
P00294,Grocery_Product_0294,Grocery,27036.64,INR,2026-04-03,2026-09-05
P00295,Beauty_Product_0295,Beauty,344.5,INR,2025-06-28,2026-09-10
P00296,Fashion_Product_0296,Fashion,46779.22,INR,2025-04-17,2026-09-08
P00297,Grocery_Product_0297,Grocery,27426.4,INR,2025-09-16,2026-09-11
P00298,Beauty_Product_0298,Beauty,49333.67,INR,2025-07-04,2026-09-02
P00299,Home_Product_0299,Home,21545.03,INR,2026-04-15,2026-09-03
P00300,Beauty_Product_0300,Beauty,16862.86,INR,2025-02-18,2026-09-05
P00301,Home_Product_0301,Home,40049.42,INR,2025-07-05,2026-09-07
P00302,Beauty_Product_0302,Beauty,43226.2,INR,2026-03-15,2026-09-10
P00303,Sports_Product_0303,Sports,25970.65,INR,2026-04-11,2026-09-10
P00304,Sports_Product_0304,Sports,26283.36,INR,2026-04-27,2026-09-06
P00305,Home_Product_0305,Home,14010.16,INR,2026-06-10,2026-09-05
P00306,Beauty_Product_0306,Beauty,37947.74,INR,2025-03-12,2026-09-04
P00307,Home_Product_0307,Home,312.14,INR,2025-05-20,2026-09-10
P00308,Grocery_Product_0308,Grocery,49186.68,INR,2026-03-02,2026-09-01
P00309,Grocery_Product_0309,Grocery,16480.83,INR,2026-03-22,2026-09-03
P00310,Grocery_Product_0310,Grocery,22737.55,INR,2025-03-07,2026-09-10
P00311,Fashion_Product_0311,Fashion,12632.28,INR,2025-09-13,2026-09-09
P00312,Sports_Product_0312,Sports,1457.05,INR,2025-06-06,2026-09-05
P00313,Sports_Product_0313,Sports,14387.5,INR,2025-10-29,2026-09-08
P00314,Sports_Product_0314,Sports,12194.82,INR,2025-12-24,2026-09-07
P00315,Electronics_Product_0315,Electronics,46062.98,INR,2025-03-13,2026-09-06
P00316,Beauty_Product_0316,Beauty,27762.78,INR,2026-02-16,2026-09-03
P00317,Grocery_Product_0317,Grocery,6701.41,INR,2025-09-03,2026-09-01
P00318,Beauty_Product_0318,Beauty,1507.32,INR,2026-03-05,2026-09-06
P00319,Sports_Product_0319,Sports,12689.93,INR,2025-01-31,2026-09-06
P00320,Fashion_Product_0320,Fashion,5195.69,INR,2025-02-05,2026-09-03
P00321,Grocery_Product_0321,Grocery,6612.76,INR,2025-11-03,2026-09-04
P00322,Fashion_Product_0322,Fashion,2736.59,INR,2026-03-27,2026-09-11
P00323,Fashion_Product_0323,Fashion,40439.47,INR,2026-05-19,2026-09-02
P00324,Sports_Product_0324,Sports,20750.43,INR,2025-06-15,2026-09-05
P00325,Home_Product_0325,Home,22881.76,INR,2025-12-27,2026-09-07
P00326,Fashion_Product_0326,Fashion,43091.71,INR,2025-04-18,2026-09-03
P00327,Grocery_Product_0327,Grocery,3916.25,INR,2026-07-11,2026-09-01
P00328,Beauty_Product_0328,Beauty,27271.09,INR,2025-07-10,2026-09-09
P00329,Beauty_Product_0329,Beauty,27024.36,INR,2025-02-18,2026-09-07
P00330,Beauty_Product_0330,Beauty,3969.96,INR,2025-11-02,2026-09-06
P00331,Sports_Product_0331,Sports,43101.13,INR,2025-12-06,2026-09-09
P00332,Beauty_Product_0332,Beauty,18896.78,INR,2025-12-29,2026-09-07
P00333,Home_Product_0333,Home,35460.68,INR,2025-10-31,2026-09-02
P00334,Sports_Product_0334,Sports,46510.61,INR,2025-06-19,2026-09-11
P00335,Sports_Product_0335,Sports,34064.03,INR,2025-06-30,2026-09-06
P00336,Fashion_Product_0336,Fashion,3892.72,INR,2025-06-25,2026-09-11
P00337,Sports_Product_0337,Sports,35273.16,INR,2026-01-26,2026-09-07
P00338,Sports_Product_0338,Sports,2170.03,INR,2025-11-20,2026-09-10
P00339,Home_Product_0339,Home,19565.65,INR,2026-06-23,2026-09-05
P00340,Fashion_Product_0340,Fashion,26888.16,INR,2025-06-10,2026-09-09
P00341,Home_Product_0341,Home,22504.48,INR,2025-02-06,2026-09-06
